date,cloud,region,service,sku,unit,unit_price
2025-07-06,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2197.425707
2025-07-07,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2191.113835
2025-07-08,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2322.142848
2025-07-09,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2236.392322
2025-07-10,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2270.854547
2025-07-11,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2081.239216
2025-07-12,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1982.68809
2025-07-13,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1977.098125
2025-07-14,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2018.008618
2025-07-15,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1910.188709
2025-07-16,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2008.029478
2025-07-17,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2084.448399
2025-07-18,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2142.270809
2025-07-19,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2043.066347
2025-07-20,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1776.821278
2025-07-21,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2087.856464
2025-07-22,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2137.858092
2025-07-23,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2282.1919
2025-07-24,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2197.081134
2025-07-25,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1991.881805
2025-07-26,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1978.405538
2025-07-27,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2437.780384
2025-07-28,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2227.115176
2025-07-29,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2407.68189
2025-07-30,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2457.746681
2025-07-31,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1962.561944
2025-08-01,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2164.725243
2025-08-02,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2176.972057
2025-08-03,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2194.014854
2025-08-04,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2191.039574
2025-08-05,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2133.945179
2025-08-06,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2129.253713
2025-08-07,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1847.58001
2025-08-08,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2072.212601
2025-08-09,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,1974.39989
2025-08-10,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2121.182667
2025-08-11,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2021.452228
2025-08-12,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2203.911486
2025-08-13,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2237.604719
2025-08-14,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2151.860317
2025-08-15,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2153.116248
2025-08-16,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2115.615043
2025-08-17,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2024.769954
2025-08-18,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2072.363788
2025-08-19,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2016.731461
2025-08-20,gcp,us-central1,compute_engine,a2-highgpu-1g,instance_month,2165.181839
2025-02-22,gcp,us-central1,gcs,standard_storage,gb_month,0.023001
2025-02-23,gcp,us-central1,gcs,standard_storage,gb_month,0.023027
2025-02-24,gcp,us-central1,gcs,standard_storage,gb_month,0.022966
2025-02-25,gcp,us-central1,gcs,standard_storage,gb_month,0.023007
2025-02-26,gcp,us-central1,gcs,standard_storage,gb_month,0.022972
2025-02-27,gcp,us-central1,gcs,standard_storage,gb_month,0.022938
2025-02-28,gcp,us-central1,gcs,standard_storage,gb_month,0.022929
2025-03-01,gcp,us-central1,gcs,standard_storage,gb_month,0.022903
2025-03-02,gcp,us-central1,gcs,standard_storage,gb_month,0.022917
2025-03-03,gcp,us-central1,gcs,standard_storage,gb_month,0.02289
2025-03-04,gcp,us-central1,gcs,standard_storage,gb_month,0.022841
2025-03-05,gcp,us-central1,gcs,standard_storage,gb_month,0.022802
2025-03-06,gcp,us-central1,gcs,standard_storage,gb_month,0.022862
2025-03-07,gcp,us-central1,gcs,standard_storage,gb_month,0.022865
2025-03-08,gcp,us-central1,gcs,standard_storage,gb_month,0.022811
2025-03-09,gcp,us-central1,gcs,standard_storage,gb_month,0.022811
2025-03-10,gcp,us-central1,gcs,standard_storage,gb_month,0.02274
2025-03-11,gcp,us-central1,gcs,standard_storage,gb_month,0.022822
2025-03-12,gcp,us-central1,gcs,standard_storage,gb_month,0.022752
2025-03-13,gcp,us-central1,gcs,standard_storage,gb_month,0.022774
2025-03-14,gcp,us-central1,gcs,standard_storage,gb_month,0.022799
2025-03-15,gcp,us-central1,gcs,standard_storage,gb_month,0.022732
2025-03-16,gcp,us-central1,gcs,standard_storage,gb_month,0.022746
2025-03-17,gcp,us-central1,gcs,standard_storage,gb_month,0.022792
2025-03-18,gcp,us-central1,gcs,standard_storage,gb_month,0.022813
2025-03-19,gcp,us-central1,gcs,standard_storage,gb_month,0.022825
2025-03-20,gcp,us-central1,gcs,standard_storage,gb_month,0.022869
2025-03-21,gcp,us-central1,gcs,standard_storage,gb_month,0.022876
2025-03-22,gcp,us-central1,gcs,standard_storage,gb_month,0.022892
2025-03-23,gcp,us-central1,gcs,standard_storage,gb_month,0.022886
2025-03-24,gcp,us-central1,gcs,standard_storage,gb_month,0.022915
2025-03-25,gcp,us-central1,gcs,standard_storage,gb_month,0.022872
2025-03-26,gcp,us-central1,gcs,standard_storage,gb_month,0.022908
2025-03-27,gcp,us-central1,gcs,standard_storage,gb_month,0.022885
2025-03-28,gcp,us-central1,gcs,standard_storage,gb_month,0.022835
2025-03-29,gcp,us-central1,gcs,standard_storage,gb_month,0.022852
2025-03-30,gcp,us-central1,gcs,standard_storage,gb_month,0.022929
2025-03-31,gcp,us-central1,gcs,standard_storage,gb_month,0.022974
2025-04-01,gcp,us-central1,gcs,standard_storage,gb_month,0.02295
2025-04-02,gcp,us-central1,gcs,standard_storage,gb_month,0.022982
2025-04-03,gcp,us-central1,gcs,standard_storage,gb_month,0.022961
2025-04-04,gcp,us-central1,gcs,standard_storage,gb_month,0.022956
2025-04-05,gcp,us-central1,gcs,standard_storage,gb_month,0.02296
2025-04-06,gcp,us-central1,gcs,standard_storage,gb_month,0.022853
2025-04-07,gcp,us-central1,gcs,standard_storage,gb_month,0.022862
2025-04-08,gcp,us-central1,gcs,standard_storage,gb_month,0.022814
2025-04-09,gcp,us-central1,gcs,standard_storage,gb_month,0.022782
2025-04-10,gcp,us-central1,gcs,standard_storage,gb_month,0.022715
2025-04-11,gcp,us-central1,gcs,standard_storage,gb_month,0.022645
2025-04-12,gcp,us-central1,gcs,standard_storage,gb_month,0.022601
2025-04-13,gcp,us-central1,gcs,standard_storage,gb_month,0.022639
2025-04-14,gcp,us-central1,gcs,standard_storage,gb_month,0.022716
2025-04-15,gcp,us-central1,gcs,standard_storage,gb_month,0.022715
2025-04-16,gcp,us-central1,gcs,standard_storage,gb_month,0.022765
2025-04-17,gcp,us-central1,gcs,standard_storage,gb_month,0.022753
2025-04-18,gcp,us-central1,gcs,standard_storage,gb_month,0.022665
2025-04-19,gcp,us-central1,gcs,standard_storage,gb_month,0.022672
2025-04-20,gcp,us-central1,gcs,standard_storage,gb_month,0.022692
2025-04-21,gcp,us-central1,gcs,standard_storage,gb_month,0.022673
2025-04-22,gcp,us-central1,gcs,standard_storage,gb_month,0.022687
2025-04-23,gcp,us-central1,gcs,standard_storage,gb_month,0.022713
2025-04-24,gcp,us-central1,gcs,standard_storage,gb_month,0.022673
2025-04-25,gcp,us-central1,gcs,standard_storage,gb_month,0.022605
2025-04-26,gcp,us-central1,gcs,standard_storage,gb_month,0.022595
2025-04-27,gcp,us-central1,gcs,standard_storage,gb_month,0.022585
2025-04-28,gcp,us-central1,gcs,standard_storage,gb_month,0.022569
2025-04-29,gcp,us-central1,gcs,standard_storage,gb_month,0.022615
2025-04-30,gcp,us-central1,gcs,standard_storage,gb_month,0.022694
2025-05-01,gcp,us-central1,gcs,standard_storage,gb_month,0.022675
2025-05-02,gcp,us-central1,gcs,standard_storage,gb_month,0.022707
2025-05-03,gcp,us-central1,gcs,standard_storage,gb_month,0.02275
2025-05-04,gcp,us-central1,gcs,standard_storage,gb_month,0.022783
2025-05-05,gcp,us-central1,gcs,standard_storage,gb_month,0.022831
2025-05-06,gcp,us-central1,gcs,standard_storage,gb_month,0.022813
2025-05-07,gcp,us-central1,gcs,standard_storage,gb_month,0.022847
2025-05-08,gcp,us-central1,gcs,standard_storage,gb_month,0.02294
2025-05-09,gcp,us-central1,gcs,standard_storage,gb_month,0.022977
2025-05-10,gcp,us-central1,gcs,standard_storage,gb_month,0.022949
2025-05-11,gcp,us-central1,gcs,standard_storage,gb_month,0.022977
2025-05-12,gcp,us-central1,gcs,standard_storage,gb_month,0.023035
2025-05-13,gcp,us-central1,gcs,standard_storage,gb_month,0.023052
2025-05-14,gcp,us-central1,gcs,standard_storage,gb_month,0.023026
2025-05-15,gcp,us-central1,gcs,standard_storage,gb_month,0.023097
2025-05-16,gcp,us-central1,gcs,standard_storage,gb_month,0.02304
2025-05-17,gcp,us-central1,gcs,standard_storage,gb_month,0.023063
2025-05-18,gcp,us-central1,gcs,standard_storage,gb_month,0.023062
2025-05-19,gcp,us-central1,gcs,standard_storage,gb_month,0.023007
2025-05-20,gcp,us-central1,gcs,standard_storage,gb_month,0.023063
2025-05-21,gcp,us-central1,gcs,standard_storage,gb_month,0.023079
2025-05-22,gcp,us-central1,gcs,standard_storage,gb_month,0.023025
2025-05-23,gcp,us-central1,gcs,standard_storage,gb_month,0.023053
2025-05-24,gcp,us-central1,gcs,standard_storage,gb_month,0.023033
2025-05-25,gcp,us-central1,gcs,standard_storage,gb_month,0.022946
2025-05-26,gcp,us-central1,gcs,standard_storage,gb_month,0.022914
2025-05-27,gcp,us-central1,gcs,standard_storage,gb_month,0.022926
2025-05-28,gcp,us-central1,gcs,standard_storage,gb_month,0.022955
2025-05-29,gcp,us-central1,gcs,standard_storage,gb_month,0.022963
2025-05-30,gcp,us-central1,gcs,standard_storage,gb_month,0.022965
2025-05-31,gcp,us-central1,gcs,standard_storage,gb_month,0.022987
2025-06-01,gcp,us-central1,gcs,standard_storage,gb_month,0.022977
2025-06-02,gcp,us-central1,gcs,standard_storage,gb_month,0.023031
2025-06-03,gcp,us-central1,gcs,standard_storage,gb_month,0.023038
2025-06-04,gcp,us-central1,gcs,standard_storage,gb_month,0.023052
2025-06-05,gcp,us-central1,gcs,standard_storage,gb_month,0.023076
2025-06-06,gcp,us-central1,gcs,standard_storage,gb_month,0.023028
2025-06-07,gcp,us-central1,gcs,standard_storage,gb_month,0.022995
2025-06-08,gcp,us-central1,gcs,standard_storage,gb_month,0.023065
2025-06-09,gcp,us-central1,gcs,standard_storage,gb_month,0.023081
2025-06-10,gcp,us-central1,gcs,standard_storage,gb_month,0.023068
2025-06-11,gcp,us-central1,gcs,standard_storage,gb_month,0.023084
2025-06-12,gcp,us-central1,gcs,standard_storage,gb_month,0.023061
2025-06-13,gcp,us-central1,gcs,standard_storage,gb_month,0.023074
2025-06-14,gcp,us-central1,gcs,standard_storage,gb_month,0.023044
2025-06-15,gcp,us-central1,gcs,standard_storage,gb_month,0.023056
2025-06-16,gcp,us-central1,gcs,standard_storage,gb_month,0.022984
2025-06-17,gcp,us-central1,gcs,standard_storage,gb_month,0.023045
2025-06-18,gcp,us-central1,gcs,standard_storage,gb_month,0.023021
2025-06-19,gcp,us-central1,gcs,standard_storage,gb_month,0.022949
2025-06-20,gcp,us-central1,gcs,standard_storage,gb_month,0.022938
2025-06-21,gcp,us-central1,gcs,standard_storage,gb_month,0.022921
2025-06-22,gcp,us-central1,gcs,standard_storage,gb_month,0.022928
2025-06-23,gcp,us-central1,gcs,standard_storage,gb_month,0.022876
2025-06-24,gcp,us-central1,gcs,standard_storage,gb_month,0.022894
2025-06-25,gcp,us-central1,gcs,standard_storage,gb_month,0.023061
2025-06-26,gcp,us-central1,gcs,standard_storage,gb_month,0.023002
2025-06-27,gcp,us-central1,gcs,standard_storage,gb_month,0.023017
2025-06-28,gcp,us-central1,gcs,standard_storage,gb_month,0.023003
2025-06-29,gcp,us-central1,gcs,standard_storage,gb_month,0.023012
2025-06-30,gcp,us-central1,gcs,standard_storage,gb_month,0.022929
2025-07-01,gcp,us-central1,gcs,standard_storage,gb_month,0.022876
2025-07-02,gcp,us-central1,gcs,standard_storage,gb_month,0.022897
2025-07-03,gcp,us-central1,gcs,standard_storage,gb_month,0.022895
2025-07-04,gcp,us-central1,gcs,standard_storage,gb_month,0.02297
2025-07-05,gcp,us-central1,gcs,standard_storage,gb_month,0.022938
2025-07-06,gcp,us-central1,gcs,standard_storage,gb_month,0.022946
2025-07-07,gcp,us-central1,gcs,standard_storage,gb_month,0.02308
2025-07-08,gcp,us-central1,gcs,standard_storage,gb_month,0.023045
2025-07-09,gcp,us-central1,gcs,standard_storage,gb_month,0.023003
2025-07-10,gcp,us-central1,gcs,standard_storage,gb_month,0.023001
2025-07-11,gcp,us-central1,gcs,standard_storage,gb_month,0.022999
2025-07-12,gcp,us-central1,gcs,standard_storage,gb_month,0.023038
2025-07-13,gcp,us-central1,gcs,standard_storage,gb_month,0.023044
2025-07-14,gcp,us-central1,gcs,standard_storage,gb_month,0.023009
2025-07-15,gcp,us-central1,gcs,standard_storage,gb_month,0.023019
2025-07-16,gcp,us-central1,gcs,standard_storage,gb_month,0.02314
2025-07-17,gcp,us-central1,gcs,standard_storage,gb_month,0.023199
2025-07-18,gcp,us-central1,gcs,standard_storage,gb_month,0.023071
2025-07-19,gcp,us-central1,gcs,standard_storage,gb_month,0.023064
2025-07-20,gcp,us-central1,gcs,standard_storage,gb_month,0.023024
2025-07-21,gcp,us-central1,gcs,standard_storage,gb_month,0.023053
2025-07-22,gcp,us-central1,gcs,standard_storage,gb_month,0.023045
2025-07-23,gcp,us-central1,gcs,standard_storage,gb_month,0.023134
2025-07-24,gcp,us-central1,gcs,standard_storage,gb_month,0.023177
2025-07-25,gcp,us-central1,gcs,standard_storage,gb_month,0.023217
2025-07-26,gcp,us-central1,gcs,standard_storage,gb_month,0.023226
2025-07-27,gcp,us-central1,gcs,standard_storage,gb_month,0.023224
2025-07-28,gcp,us-central1,gcs,standard_storage,gb_month,0.02324
2025-07-29,gcp,us-central1,gcs,standard_storage,gb_month,0.023299
2025-07-30,gcp,us-central1,gcs,standard_storage,gb_month,0.023324
2025-07-31,gcp,us-central1,gcs,standard_storage,gb_month,0.023308
2025-08-01,gcp,us-central1,gcs,standard_storage,gb_month,0.023367
2025-08-02,gcp,us-central1,gcs,standard_storage,gb_month,0.023375
2025-08-03,gcp,us-central1,gcs,standard_storage,gb_month,0.023372
2025-08-04,gcp,us-central1,gcs,standard_storage,gb_month,0.023335
2025-08-05,gcp,us-central1,gcs,standard_storage,gb_month,0.023309
2025-08-06,gcp,us-central1,gcs,standard_storage,gb_month,0.02328
2025-08-07,gcp,us-central1,gcs,standard_storage,gb_month,0.023152
