date,cloud,region,service,sku,unit,unit_price
2025-04-19,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.492018
2025-04-20,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.58007
2025-04-21,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.672623
2025-04-22,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.418921
2025-04-23,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.524377
2025-04-24,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.444403
2025-04-25,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.515272
2025-04-26,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.357537
2025-04-27,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.430484
2025-04-28,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.476456
2025-04-29,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.607852
2025-04-30,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.637427
2025-05-01,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.341177
2025-05-02,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.404643
2025-05-03,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.577628
2025-05-04,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.26091
2025-05-05,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.44442
2025-05-06,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.488326
2025-05-07,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.650842
2025-05-08,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.582728
2025-05-09,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.460734
2025-05-10,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.455771
2025-05-11,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.469977
2025-05-12,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.682824
2025-05-13,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.448637
2025-05-14,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.463558
2025-05-15,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.542311
2025-05-16,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.485508
2025-05-17,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.476326
2025-05-18,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.366312
2025-05-19,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.498617
2025-05-20,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.44677
2025-05-21,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.639935
2025-05-22,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.578371
2025-05-23,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.497103
2025-05-24,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.580206
2025-05-25,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.459216
2025-05-26,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.626255
2025-05-27,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.499352
2025-05-28,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.570006
2025-05-29,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.345093
2025-05-30,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.541602
2025-05-31,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.297416
2025-06-01,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.255761
2025-06-02,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.463463
2025-06-03,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.392009
2025-06-04,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.519686
2025-06-05,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.769371
2025-06-06,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.400193
2025-06-07,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.425127
2025-06-08,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.524648
2025-06-09,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.559162
2025-06-10,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.478831
2025-06-11,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.475288
2025-06-12,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.584296
2025-06-13,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.562389
2025-06-14,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.375959
2025-06-15,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.490498
2025-06-16,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.504234
2025-06-17,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.373462
2025-06-18,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.531181
2025-06-19,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.397045
2025-06-20,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.616648
2025-06-21,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.52313
2025-06-22,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.510717
2025-06-23,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.429077
2025-06-24,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.485767
2025-06-25,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.26027
2025-06-26,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.364231
2025-06-27,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.543541
2025-06-28,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.244572
2025-06-29,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.601593
2025-06-30,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.290468
2025-07-01,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.590809
2025-07-02,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.39854
2025-07-03,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.593479
2025-07-04,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.515714
2025-07-05,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.31558
2025-07-06,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.649898
2025-07-07,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.673005
2025-07-08,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.492103
2025-07-09,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.46713
2025-07-10,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.480816
2025-07-11,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.382982
2025-07-12,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.63183
2025-07-13,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.434853
2025-07-14,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.493857
2025-07-15,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.404804
2025-07-16,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.424871
2025-07-17,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.346673
2025-07-18,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.650848
2025-07-19,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.481509
2025-07-20,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.615911
2025-07-21,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.501599
2025-07-22,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.416672
2025-07-23,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.460798
2025-07-24,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.432772
2025-07-25,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.500955
2025-07-26,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.454968
2025-07-27,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.464009
2025-07-28,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.334571
2025-07-29,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.403178
2025-07-30,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.698487
2025-07-31,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.419452
2025-08-01,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.373509
2025-08-02,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.540479
2025-08-03,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.668873
2025-08-04,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.325517
2025-08-05,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.474977
2025-08-06,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.424154
2025-08-07,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.288678
2025-08-08,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.588191
2025-08-09,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.497187
2025-08-10,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.508573
2025-08-11,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.409723
2025-08-12,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.554574
2025-08-13,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.435284
2025-08-14,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.482852
2025-08-15,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.367009
2025-08-16,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.354068
2025-08-17,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.660264
2025-08-18,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.439147
2025-08-19,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.535002
2025-08-20,aws,us-east-1,ec2,ec2_g5_2xlarge,instance_month,1.495945
2025-02-22,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02298
2025-02-23,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022956
2025-02-24,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022985
2025-02-25,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022971
2025-02-26,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022964
2025-02-27,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022965
2025-02-28,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02302
2025-03-01,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023051
2025-03-02,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023069
2025-03-03,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023043
2025-03-04,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022979
2025-03-05,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023023
2025-03-06,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023067
2025-03-07,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023061
2025-03-08,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023086
2025-03-09,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023122
2025-03-10,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02316
2025-03-11,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023202
2025-03-12,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023181
2025-03-13,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023251
2025-03-14,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023194
2025-03-15,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023233
2025-03-16,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023256
2025-03-17,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023296
2025-03-18,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023383
2025-03-19,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023451
2025-03-20,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023398
2025-03-21,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02332
2025-03-22,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023358
2025-03-23,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023311
2025-03-24,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023311
2025-03-25,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023349
2025-03-26,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023274
2025-03-27,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023177
2025-03-28,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023189
2025-03-29,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023191
2025-03-30,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023179
2025-03-31,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023181
2025-04-01,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023142
2025-04-02,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023072
2025-04-03,aws,us-east-1,s3,s3_standard_storage,gb_month,0.023064
2025-04-04,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02302
2025-04-05,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022944
2025-04-06,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022967
2025-04-07,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022964
2025-04-08,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022983
2025-04-09,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022938
2025-04-10,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022907
2025-04-11,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022861
2025-04-12,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022821
2025-04-13,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02283
2025-04-14,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022794
2025-04-15,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02281
2025-04-16,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022826
2025-04-17,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022919
2025-04-18,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022855
2025-04-19,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022896
2025-04-20,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022891
2025-04-21,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022891
2025-04-22,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022824
2025-04-23,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022803
2025-04-24,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022837
2025-04-25,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022833
2025-04-26,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022837
2025-04-27,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022824
2025-04-28,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022877
2025-04-29,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022876
2025-04-30,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022775
2025-05-01,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022743
2025-05-02,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022652
2025-05-03,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022503
2025-05-04,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022478
2025-05-05,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02254
2025-05-06,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022542
2025-05-07,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022488
2025-05-08,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022445
2025-05-09,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022497
2025-05-10,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022504
2025-05-11,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022506
2025-05-12,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022504
2025-05-13,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022505
2025-05-14,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022542
2025-05-15,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022568
2025-05-16,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022578
2025-05-17,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02253
2025-05-18,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022553
2025-05-19,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022522
2025-05-20,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022572
2025-05-21,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022514
2025-05-22,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022507
2025-05-23,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022507
2025-05-24,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022446
2025-05-25,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022525
2025-05-26,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022592
2025-05-27,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022571
2025-05-28,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022607
2025-05-29,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022624
2025-05-30,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022504
2025-05-31,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022515
2025-06-01,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022512
2025-06-02,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022516
2025-06-03,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022467
2025-06-04,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022454
2025-06-05,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022446
2025-06-06,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022501
2025-06-07,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022516
2025-06-08,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022516
2025-06-09,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022586
2025-06-10,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022561
2025-06-11,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022543
2025-06-12,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022459
2025-06-13,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022531
2025-06-14,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022576
2025-06-15,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022618
2025-06-16,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022649
2025-06-17,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022654
2025-06-18,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022664
2025-06-19,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022652
2025-06-20,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022643
2025-06-21,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022645
2025-06-22,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022715
2025-06-23,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02274
2025-06-24,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022738
2025-06-25,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022711
2025-06-26,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022682
2025-06-27,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022756
2025-06-28,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022779
2025-06-29,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022782
2025-06-30,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022766
2025-07-01,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022715
2025-07-02,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022712
2025-07-03,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022752
2025-07-04,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022734
2025-07-05,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022724
2025-07-06,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022713
2025-07-07,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022718
2025-07-08,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022645
2025-07-09,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022634
2025-07-10,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022595
2025-07-11,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022636
2025-07-12,aws,us-east-1,s3,s3_standard_storage,gb_month,0.0226
2025-07-13,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022627
2025-07-14,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022697
2025-07-15,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022683
2025-07-16,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022655
2025-07-17,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022664
2025-07-18,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022664
2025-07-19,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022618
2025-07-20,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022639
2025-07-21,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022732
2025-07-22,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02272
2025-07-23,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022711
2025-07-24,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022663
2025-07-25,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022677
2025-07-26,aws,us-east-1,s3,s3_standard_storage,gb_month,0.02262
2025-07-27,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022569
2025-07-28,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022628
2025-07-29,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022586
2025-07-30,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022636
2025-07-31,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022706
2025-08-01,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022718
2025-08-02,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022743
2025-08-03,aws,us-east-1,s3,s3_standard_storage,gb_month,0.022833
